LOC124907361	XR_007084487.1	14	1	238126	247437	LOC124907361	lnc_RNA
LOC124907360	XR_007084484.1	14	1	634579	662144	LOC124907360	lnc_RNA
LOC124907360	XR_007084483.1	14	1	634579	662121	LOC124907360	lnc_RNA
LOC124907360	XR_007084482.1	14	1	634579	660147	LOC124907360	lnc_RNA
LOC124907360	XR_007084485.1	14	1	634579	649484	LOC124907360	lnc_RNA
LOC124907360	XR_007084481.1	14	1	634579	649484	LOC124907360	lnc_RNA
LOC124907360	XR_007084486.1	14	1	641847	645665	LOC124907360	lnc_RNA
DUX5	NM_012149.2	14	-1	903959	904552	DUX5	mRNA
LOC124900640	XR_007084496.1	14	1	1529295	1573496	LOC124900640	lnc_RNA
LOC124900640	XR_007084495.1	14	1	1529317	1573496	LOC124900640	lnc_RNA
LOC124907362	XR_007084491.1	14	-1	1563989	1586580	LOC124907362	lnc_RNA
LOC124907362	XR_007084489.1	14	-1	1563989	1586580	LOC124907362	lnc_RNA
LOC124907362	XR_007084494.1	14	-1	1563989	1580493	LOC124907362	lnc_RNA
LOC124907362	XR_007084493.1	14	-1	1563989	1580493	LOC124907362	lnc_RNA
LOC124907362	XR_007084492.1	14	-1	1563989	1580493	LOC124907362	lnc_RNA
LOC124907362	XR_007084488.1	14	-1	1563989	1580493	LOC124907362	lnc_RNA
LOC124907362	XR_007084490.1	14	-1	1563989	1580493	LOC124907362	lnc_RNA
LOC124907364	XM_047446348.1	14	-1	1767747	1769237	LOC124907364	mRNA
LOC124907366	XR_007084500.1	14	-1	1822935	1858459	LOC124907366	lnc_RNA
LOC124907366	XR_007084499.1	14	-1	1830311	1858458	LOC124907366	lnc_RNA
LOC124907366	XR_007084497.1	14	-1	1830311	1858456	LOC124907366	lnc_RNA
LOC124907366	XR_007084498.1	14	-1	1844482	1858455	LOC124907366	lnc_RNA
LOC389831	NR_187196.1	14	1	1909592	1953351	LOC389831	lnc_RNA
LOC389831	NR_187193.1	14	1	1909592	1953351	LOC389831	lnc_RNA
LOC389831	NR_187194.1	14	1	1947170	1953351	LOC389831	lnc_RNA
LOC389831	NR_187195.1	14	1	1947170	1953351	LOC389831	lnc_RNA
LOC389831	NR_144628.2	14	1	1951360	1953351	LOC389831	lnc_RNA
LOC124907368	XR_007084501.1	14	-1	1999184	2005879	LOC124907368	lnc_RNA
LOC124907382	XR_007084512.1	14	1	2093127	2101773	LOC124907382	lnc_RNA
LOC124907382	XR_007084509.1	14	1	2093142	2101773	LOC124907382	lnc_RNA
LOC124907382	XR_007084511.1	14	1	2093161	2101773	LOC124907382	lnc_RNA
LOC124907382	XR_007084510.1	14	1	2093242	2101773	LOC124907382	lnc_RNA
LOC124907382	XR_007084513.1	14	1	2094304	2101773	LOC124907382	lnc_RNA
LOC124907383	XR_007084514.1	14	-1	2099803	2102788	LOC124907383	lnc_RNA
LOC124907371	XR_007084504.1	14	-1	2136704	2140552	LOC124907371	transcript
LOC124907441	XR_007085209.1	14	1	2151445	2153313	LOC124907441	rRNA
LOC124907439	XR_007085201.1	14	1	2154386	2154538	LOC124907439	rRNA
LOC124907459	XR_007085227.1	14	1	2155712	2160793	LOC124907459	rRNA
LOC124907370	XR_007084503.1	14	-1	2180976	2184824	LOC124907370	transcript
LOC124907442	XR_007085210.1	14	1	2195717	2197585	LOC124907442	rRNA
LOC124907440	XR_007085208.1	14	1	2198658	2198810	LOC124907440	rRNA
LOC124907460	XR_007085228.1	14	1	2199984	2205065	LOC124907460	rRNA
LOC124907372	XR_007084505.1	14	-1	2225342	2229096	LOC124907372	transcript
LOC124907443	XR_007085211.1	14	1	2239989	2241857	LOC124907443	rRNA
LOC124907450	XR_007085218.1	14	1	2242930	2243082	LOC124907450	rRNA
LOC124907461	XR_007085229.1	14	1	2244256	2249337	LOC124907461	rRNA
LOC124907444	XR_007085212.1	14	1	2284261	2286129	LOC124907444	rRNA
LOC124907458	XR_007085226.1	14	1	2287202	2287354	LOC124907458	rRNA
LOC124907462	XR_007085230.1	14	1	2288528	2293609	LOC124907462	rRNA
LOC124907381	XR_007084508.1	14	-1	2313884	2317640	LOC124907381	transcript
LOC124907445	XR_007085213.1	14	1	2328533	2330401	LOC124907445	rRNA
LOC124907467	XR_007085235.1	14	1	2331474	2331626	LOC124907467	rRNA
LOC124907463	XR_007085231.1	14	1	2332800	2337881	LOC124907463	rRNA
LOC124907446	XR_007085214.1	14	1	2372805	2374673	LOC124907446	rRNA
LOC124907475	XR_007085243.1	14	1	2375746	2375898	LOC124907475	rRNA
LOC124907464	XR_007085232.1	14	1	2377072	2382153	LOC124907464	rRNA
LOC124907380	XR_007084507.1	14	-1	2402428	2406184	LOC124907380	transcript
LOC124907447	XR_007085215.1	14	1	2417077	2418945	LOC124907447	rRNA
LOC124907476	XR_007085244.1	14	1	2420018	2420170	LOC124907476	rRNA
LOC124907465	XR_007085233.1	14	1	2421344	2426425	LOC124907465	rRNA
LOC124907448	XR_007085216.1	14	1	2461349	2463217	LOC124907448	rRNA
LOC124907477	XR_007085245.1	14	1	2464290	2464442	LOC124907477	rRNA
LOC124907466	XR_007085234.1	14	1	2465616	2470697	LOC124907466	rRNA
LOC124907449	XR_007085217.1	14	1	2505621	2507489	LOC124907449	rRNA
